Cluster,Nome do Link,Servidor/Porta,Status,Coluna 2
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2212|9443,Enabled,WASP2212:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2215|9443,Enabled,WASP2215:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2216|9443,Enabled,WASP2216:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2217|9443,Enabled,WASP2217:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2218|9443,Enabled,WASP2218:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP2219|9443,Enabled,WASP2219:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4131|9443,Enabled,WASP4131:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4134|9443,Enabled,WASP4134:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4135|9443,Enabled,WASP4135:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4137|9443,Enabled,WASP4137:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4138|9443,Enabled,WASP4138:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4139|9443,Enabled,WASP4139:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4141|9443,Enabled,WASP4141:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4143|9443,Enabled,WASP4143:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4146|9443,Enabled,WASP4146:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4149|9443,Enabled,WASP4149:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4153|9443,Enabled,WASP4153:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4158|9443,Enabled,WASP4158:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4159|9443,Enabled,WASP4159:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4161|9443,Enabled,WASP4161:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4162|9443,Enabled,WASP4162:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4163|9443,Enabled,WASP4163:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4164|9443,Enabled,WASP4164:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4165|9443,Enabled,WASP4165:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4166|9443,Enabled,WASP4166:9443
BackofficeCreditoCoreCluster,Balanceador: CYOI,WASP4167|9443,Enabled,WASP4167:9443
BackofficeInstitucionalCluster,Balanceador: 2007,WASP039|9443,Enabled,WASP039:9443
BackofficeInstitucionalCluster,Balanceador: 2007,WASP049|9443,Enabled,WASP049:9443
BackofficeInstitucionalCluster,Balanceador: 2007,WASP801|9443,Enabled,WASP801:9443
BackofficeInstitucionalCluster,Balanceador: 2007,WASP052|9443,Enabled,WASP052:9443
BackofficeInstitucionalCluster,Balanceador: 2007,WASP383|9443,Enabled,WASP383:9443
BackofficeInstitucionalCluster,Balanceador: CCS,WASP039|9443,Enabled,WASP039:9443
BackofficeInstitucionalCluster,Balanceador: CCS,WASP049|9443,Enabled,WASP049:9443
BackofficeInstitucionalCluster,Balanceador: CCS,WASP801|9443,Enabled,WASP801:9443
BackofficeInstitucionalCluster,Balanceador: CCS,WASP052|9443,Enabled,WASP052:9443
BackofficeInstitucionalCluster,Balanceador: CCS,WASP383|9443,Enabled,WASP383:9443
BackofficeInstitucionalCluster,Balanceador: 4007,WASP039|9443,Enabled,WASP039:9443
BackofficeInstitucionalCluster,Balanceador: 4007,WASP049|9443,Enabled,WASP049:9443
BackofficeInstitucionalCluster,Balanceador: 4007,WASP801|9443,Enabled,WASP801:9443
BackofficeInstitucionalCluster,Balanceador: 4007,WASP052|9443,Enabled,WASP052:9443
BackofficeInstitucionalCluster,Balanceador: 4007,WASP383|9443,Enabled,WASP383:9443
BackofficeInstitucionalCluster,Balanceador: CYOI,WASP039|9443,Enabled,WASP039:9443
BackofficeInstitucionalCluster,Balanceador: CYOI,WASP049|9443,Enabled,WASP049:9443
BackofficeInstitucionalCluster,Balanceador: CYOI,WASP801|9443,Enabled,WASP801:9443
BackofficeInstitucionalCluster,Balanceador: CYOI,WASP052|9443,Enabled,WASP052:9443
BackofficeInstitucionalCluster,Balanceador: CYOI,WASP383|9443,Enabled,WASP383:9443
